08:50,11:40,12:33,19:30,20:50,21:55
08:57,11:47,12:40,00:00,20:57,00:00
09:02,11:52,12:45,00:00,21:02,00:00
09:07,11:57,12:50,19:40,21:07,22:10
09:11,12:01,12:54,00:00,21:11,00:00
09:18,12:08,13:01,19:50,21:18,22:20
09:27,12:17,13:10,00:00,21:27,00:00
09:32,12:22,13:15,20:00,21:32,22:30
09:34,12:24,13:17,20:02,21:34,22:32
10:05,12:45,13:38,20:35,22:15,23:00
