1,Chengalpattu,12.693242,79.981345
2,Reddypalayam,12.729015,79.952904
3,Villiyambakkam,12.759906,79.93441
4,Palur,12.766289,79.906973
5,Palayasivaram,12.77648,79.878195
6,Walajabad,12.797029,79.818245
7,Nathapettai,12.823727,79.755696
8,Kanchipuram (Old),12.840549,79.712198
9,Kanchipuram,12.848457,79.705289
10,Thirumalpur,12.956341,79.673814
